laptop_name,price,brand_name,rating,num_to_rate,shiping,save_prec,touch,display,processor,gpu,hdd,ssd
"HP Spectre x360 - 13t Home and Entertainment Laptop (Intel Core i7-8565U, 16GB RAM, 512GB SSD, 13.3"" Touch  Full HD (1920x1080), Intel UHD 620, Fingerprint, Wifi, Bluetooth, Webcam, Win 10 Home)",1349.0,HP,Rating + 5,1,Special Shipping,23%,1,"13.3""",i7,,,512GB SSD
"2019 Newest Dell 15.6"" FHD IPS High-Performance Gaming Laptop | Intel Core i5-8300H Quad-Core | 8GB+1TB HDD | GeForce GTX 1050 Ti 4GB | Backlit Keyboard | Windows 10",719.0,DELL,Rating + 3,1,$5.28 Shipping,34%,0,"15.6""",i5,GTX 1050,1TB HDD,
Refurbished: Alienware 15 R2 4K UHD Touchscreen Gaming Laptop Intel Skylake Core i7-6700HQ 16GB DDR4 Memory 128GB SSD + 1TB HDD NVIDIA GeForce GTX 980M Klipsch Audio USB 3.0 Windows 10 Professional,1299.0,DELL,Rating + 1,1,$14.95 Shipping,,1,,R2,GTX 980,1TB HDD,128GB SSD
"Refurbished: Dell Inspiron 5000 Premium 15.6 Full HD Anti-Glare Gaming Laptop,Intel Core i5-7300HQ Quad-Core,NVIDIA GeForce GTX 1050 ,8GB RAM ,1TB HDD , Backlit -Keyboard, MaxxAudio,Bluetooth,HDMI,Windows 10 home",625.0,DELL,Rating + 2,1,Free Shipping,11%,0,,i5,GTX 1050,1TB HDD,
"Refurbished: Lenovo Z50 (59436279) B Grade Certified Refurbished Notebook (Scratch & Dent) Intel Core i7 4510U (2.00 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 4400 15.6"" Windows 8.1 64-Bit",613.0,Lenovo,Rating + 4,1,Free Shipping,,0,"15.6""",i7,,1 TB HDD,
"Refurbished: Lenovo Z50 15.6"" Full HD Notebook with Intel Core i7-4510U 2.00Ghz (3.10Ghz Turbo), 8GB Memory, 1TB HDD, GeForce 820M 2GB, DVDRW DL, Windows 8.1",699.0,Lenovo,Rating + 5,1,Free Shipping,,0,"15.6""",i7,,1TB HDD,
"Refurbished: HP Omen 17-an012dx 17.3"" FHD Gaming Laptop i7-7700HQ 12GB 1TB RX 580 W10",892.0,HP,Rating + 3,1,Free Shipping,,0,"17.3""",i7,,,
"Refurbished: HP ENVY x360 15-bq276nr 15.6"" FHD Touchscreen Laptop Ryzen 5 2500U 12GB 1TB",550.0,HP,Rating + 1,1,Special Shipping,31%,1,"15.6""",,,,
"Refurbished: Acer Predator 15 G9-591-70VM 15.6"" IPS Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 970M 16 GB Memory 128 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop",949.0,Acer America,Rating + 1,1,Free Shipping,37%,0,"15.6""",i7,GTX 970,1 TB HDD,128 GB SSD
"Refurbished: MSI GS Series GS65 STEALTH THIN-037 15.6"" 144 Hz IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop",1469.0,MSI,Rating + 2,1,Free Shipping,26%,0,"15.6""",i7,GTX 1070,,512 GB SSD
"Open Box: ASUS ROG Strix SCAR II GL504GS-DH76, 15.6"" 144 Hz 3 ms IPS Slim Bezel Display, GeForce GTX 1070 8 GB, Intel Core i7-8750H (up to 3.9 GHz), 512 GB PCIe NVMe M.2 SSD, 16 GB DDR4, RGB Keyboard",1600.0,ASUS,Rating + 4,1,Free Shipping,20%,0,"15.6""",i7,GTX 1070,,
"Open Box: ASUS FX502VM-AS73 Gaming Laptop Intel Core i7 7th Gen 7700HQ (2.80 GHz) 16 GB DDR4 Memory 1 TB HDD 128 GB SSD NVIDIA GeForce GTX 1060 3 GB GDDR5 VR Ready 15.6"" Windows 10 Home 64-Bit",969.0,ASUS,Rating + 4,1,Free Shipping,22%,0,"15.6""",i7,GTX 1060,1 TB HDD,128 GB SSD
